STUDY_ID	SAMPLE_ID	EGFR	KRAS	ALK	ERBB2	CD274
luad_tcga_pan_can_atlas_2018	TCGA-55-8091-01	2017.77	1245.43	5.6269	3369.78	256.588
luad_tcga_pan_can_atlas_2018	TCGA-55-8092-01	350.551	2077.06	1.3346	5143.94	88.0827
luad_tcga_pan_can_atlas_2018	TCGA-55-8094-01	12.5168	9271.35	0.596	4687.83	8.3445
luad_tcga_pan_can_atlas_2018	TCGA-55-8096-01	6829.35	1238.35	25.2598	4884.81	38.3575
luad_tcga_pan_can_atlas_2018	TCGA-55-8097-01	1111.26	2616.52	16.4133	7713.86	27.2221
luad_tcga_pan_can_atlas_2018	TCGA-55-8203-01	706.489	2173.29	8.0882	4822.97	67.5361
luad_tcga_pan_can_atlas_2018	TCGA-55-8204-01	1518.77	1063.3	0	3349.79	97.6395
luad_tcga_pan_can_atlas_2018	TCGA-55-8205-01	1597.46	1112.05	3.7975	3273.8	761.092
luad_tcga_pan_can_atlas_2018	TCGA-55-8206-01	2690.71	1008.86	1.4767	7067.63	54.9321
luad_tcga_pan_can_atlas_2018	TCGA-55-8207-01	2534.97	1636.03	7.628	8025.06	60.2979
luad_tcga_pan_can_atlas_2018	TCGA-55-8208-01	297.561	1419.29	45.3842	5390.92	290.872
luad_tcga_pan_can_atlas_2018	TCGA-55-8299-01	996.734	918.643	4.646	5228.87	164.722
luad_tcga_pan_can_atlas_2018	TCGA-55-8301-01	1380.19	1049.46	4.7312	5517.42	312.688
luad_tcga_pan_can_atlas_2018	TCGA-55-8302-01	738.175	2174.72	8.3068	12587	513.36
luad_tcga_pan_can_atlas_2018	TCGA-55-8505-01	612.84	1808.49	0	6061.87	14.1426
luad_tcga_pan_can_atlas_2018	TCGA-55-8506-01	1994.9	972.41	3.9414	20253.4	74.3243
luad_tcga_pan_can_atlas_2018	TCGA-55-8507-01	374.454	2574.68	4.329	13017.9	29.7619
luad_tcga_pan_can_atlas_2018	TCGA-55-8508-01	1484.49	1603.89	30.0619	7137.05	35.3669
luad_tcga_pan_can_atlas_2018	TCGA-55-8510-01	1156.65	778.458	7.9559	6884.33	141.983
luad_tcga_pan_can_atlas_2018	TCGA-55-8511-01	2009.47	560.88	2.1718	12354	358.355
luad_tcga_pan_can_atlas_2018	TCGA-55-8512-01	1102.07	1062	6.9482	7453.77	41.1545
luad_tcga_pan_can_atlas_2018	TCGA-55-8513-01	815.26	1106.08	334.57	5442.14	90.5045
luad_tcga_pan_can_atlas_2018	TCGA-55-8514-01	959.981	983.871	5.1613	12272.9	54.1935
luad_tcga_pan_can_atlas_2018	TCGA-55-8614-01	2006.59	858.086	1.8859	6603.17	32.689
luad_tcga_pan_can_atlas_2018	TCGA-55-8615-01	894.647	1955.08	1.6043	10421.9	12.8342
luad_tcga_pan_can_atlas_2018	TCGA-55-8616-01	2286.19	2340.86	0	11611.9	82.9832
luad_tcga_pan_can_atlas_2018	TCGA-55-8619-01	836.337	1004.08	24.4613	5313.92	64.6476
luad_tcga_pan_can_atlas_2018	TCGA-55-8620-01	38.1009	1276.98	1.1907	554.249	54.7701
luad_tcga_pan_can_atlas_2018	TCGA-55-8621-01	1001.16	1102.99	10.7138	5037.63	233.025
luad_tcga_pan_can_atlas_2018	TCGA-55-A48X-01	1701.82	1237.54	5.3763	11644.2	68.4262
luad_tcga_pan_can_atlas_2018	TCGA-55-A48Y-01	704.296	1355.04	3.1513	6256.83	22.0588
luad_tcga_pan_can_atlas_2018	TCGA-55-A48Z-01	3633.28	970.687	12.9745	7729.46	97.5493
luad_tcga_pan_can_atlas_2018	TCGA-55-A490-01	5390.47	2501.89	0.984	15580.1	26.5687
luad_tcga_pan_can_atlas_2018	TCGA-55-A491-01	741.636	1096.88	1.0588	8241.93	94.2298
luad_tcga_pan_can_atlas_2018	TCGA-55-A492-01	103.374	1092.13	10.1768	11720.4	1.0712
luad_tcga_pan_can_atlas_2018	TCGA-55-A493-01	3354.06	2634.21	0	5971.81	446.467
luad_tcga_pan_can_atlas_2018	TCGA-55-A494-01	1347.15	3439.44	6.6518	9145.82	8.4256
luad_tcga_pan_can_atlas_2018	TCGA-55-A4DF-01	227.457	2132.69	1.8493	2821.54	190.014
luad_tcga_pan_can_atlas_2018	TCGA-55-A4DG-01	2281.63	549.051	24.2616	9228.38	30.5907
luad_tcga_pan_can_atlas_2018	TCGA-55-A57B-01	6528.5	912.905	10.2257	8682.65	66.6432
luad_tcga_pan_can_atlas_2018	TCGA-62-8394-01	1688.31	1152.3	7.901	10339.1	35.7626
luad_tcga_pan_can_atlas_2018	TCGA-62-8395-01	1772.42	1646.12	2.1931	6763.89	10.0882
luad_tcga_pan_can_atlas_2018	TCGA-62-8397-01	5837.81	875.912	4.3796	4626.28	33.5766
luad_tcga_pan_can_atlas_2018	TCGA-62-8398-01	457.895	2157.38	1.5013	5870.49	86.7005
luad_tcga_pan_can_atlas_2018	TCGA-62-8399-01	2140.66	1249.62	13.9939	7417.55	85.0983
luad_tcga_pan_can_atlas_2018	TCGA-62-8402-01	1690.35	1441.56	0	7670.4	177.362
luad_tcga_pan_can_atlas_2018	TCGA-62-A46O-01	1713.48	3167.78	0.5574	3061.32	15.6076
luad_tcga_pan_can_atlas_2018	TCGA-62-A46P-01	217.293	1573.68	2.2556	6524.06	12.0301
luad_tcga_pan_can_atlas_2018	TCGA-62-A46R-01	3099.84	1899.32	2.5011	9831.76	51.5223
luad_tcga_pan_can_atlas_2018	TCGA-62-A46S-01	246.799	2042.83	4.415	6585.43	42.3841
luad_tcga_pan_can_atlas_2018	TCGA-62-A46U-01	2518.66	1473.08	13.1525	3811.76	451.295
luad_tcga_pan_can_atlas_2018	TCGA-62-A46V-01	1282.34	1332.01	6.9479	3895.29	19.8511
luad_tcga_pan_can_atlas_2018	TCGA-62-A46Y-01	1314.28	1683.71	8.5213	6394.49	177.945
luad_tcga_pan_can_atlas_2018	TCGA-62-A470-01	347.291	2378.08	11.0837	8172.41	27.0936
luad_tcga_pan_can_atlas_2018	TCGA-62-A471-01	165.724	1335.55	2.5575	8432.23	22.5064
luad_tcga_pan_can_atlas_2018	TCGA-62-A472-01	1501.91	1326.25	30.888	6149.61	162.162
luad_tcga_pan_can_atlas_2018	TCGA-64-1676-01	514.798	998.417	4.85	2570.52	248.045
luad_tcga_pan_can_atlas_2018	TCGA-64-1677-01	265.864	1400.44	6.5646	2729.76	110.503
luad_tcga_pan_can_atlas_2018	TCGA-64-1678-01	86.1625	2815.27	2.8096	2671.04	7.4924
luad_tcga_pan_can_atlas_2018	TCGA-64-1679-01	2271.03	1198.78	2.6117	7381.89	100.406
luad_tcga_pan_can_atlas_2018	TCGA-64-1680-01	568.005	925.262	1.4948	6612.85	27.6532
luad_tcga_pan_can_atlas_2018	TCGA-64-1681-01	1531.4	1598.63	1.8072	5963.68	34.3363
luad_tcga_pan_can_atlas_2018	TCGA-64-5774-01	2423.46	1480.11	5.1474	6454.38	41.1792
luad_tcga_pan_can_atlas_2018	TCGA-64-5775-01	1001.08	1752.01	182.859	1608.6	594.524
luad_tcga_pan_can_atlas_2018	TCGA-64-5778-01	248.055	959.526	1.5568	9301.02	116.762
luad_tcga_pan_can_atlas_2018	TCGA-64-5779-01	439.443	1574.47	0	7734.04	35.1882
luad_tcga_pan_can_atlas_2018	TCGA-64-5781-01	580.051	1012.22	7.717	5095.18	71.3826
luad_tcga_pan_can_atlas_2018	TCGA-64-5815-01	1170.46	1644.93	7.8555	6611.15	73.0558
luad_tcga_pan_can_atlas_2018	TCGA-67-3770-01	1603.36	1160.71	0.9398	3796.99	41.3534
luad_tcga_pan_can_atlas_2018	TCGA-67-3771-01	449.511	936.808	6.5147	3739.41	56.0261
luad_tcga_pan_can_atlas_2018	TCGA-67-3772-01	936.798	1261.7	1.8727	3811.33	14.5131
luad_tcga_pan_can_atlas_2018	TCGA-67-3773-01	688.592	2027.75	17.4717	3855.09	96.6084
luad_tcga_pan_can_atlas_2018	TCGA-67-3774-01	293.15	2040.56	1.916	6699.03	51.0937
luad_tcga_pan_can_atlas_2018	TCGA-67-4679-01	1301.38	1739.78	2.2952	4806.77	70.5781
luad_tcga_pan_can_atlas_2018	TCGA-67-6215-01	1525.45	2483.7	395.514	10544.1	27.5594
luad_tcga_pan_can_atlas_2018	TCGA-67-6216-01	1132.14	1354.35	391.336	7427.14	107.853
luad_tcga_pan_can_atlas_2018	TCGA-67-6217-01	3571.71	960.88	3.98	5973.94	58.5625
luad_tcga_pan_can_atlas_2018	TCGA-69-7760-01	4860.05	1567.15	4.3723	5891.94	26.2336
luad_tcga_pan_can_atlas_2018	TCGA-69-7761-01	662.164	1565.57	1.619	262936	105.774
luad_tcga_pan_can_atlas_2018	TCGA-69-7763-01	281.354	1648.59	11.8221	7865.23	41.3773
luad_tcga_pan_can_atlas_2018	TCGA-69-7764-01	1306.96	1773.21	1.3263	5241.38	37.1353
luad_tcga_pan_can_atlas_2018	TCGA-69-7765-01	1812.07	1282.15	6.2422	5118.6	63.6704
luad_tcga_pan_can_atlas_2018	TCGA-69-7973-01	793.888	2479.24	36.1217	6297.56	37.1537
luad_tcga_pan_can_atlas_2018	TCGA-69-7974-01	1339.03	1829.91	4.1148	11067.6	400.017
luad_tcga_pan_can_atlas_2018	TCGA-69-7978-01	1908.82	1213.18	9.0787	6296.91	706.792
luad_tcga_pan_can_atlas_2018	TCGA-69-7979-01	1061.17	1032.47	1.1598	9153.38	55.3784
luad_tcga_pan_can_atlas_2018	TCGA-69-7980-01	898.706	2243.59	1.2248	11872.3	104.417
luad_tcga_pan_can_atlas_2018	TCGA-69-8253-01	320.274	1198.56	2.8571	7574.21	23.9998
luad_tcga_pan_can_atlas_2018	TCGA-69-8254-01	1295.11	1477.95	2.2147	7526.79	89.5724
luad_tcga_pan_can_atlas_2018	TCGA-69-8255-01	3032.43	1077.39	0.8322	1700.69	72.6768
luad_tcga_pan_can_atlas_2018	TCGA-69-8453-01	649.581	959.064	59.4542	5720.27	93.0799
luad_tcga_pan_can_atlas_2018	TCGA-69-A59K-01	1252.75	2423.74	3.075	31983.4	811.808
luad_tcga_pan_can_atlas_2018	TCGA-71-6725-01	1699.27	1296.78	0	11391.1	21.2177
luad_tcga_pan_can_atlas_2018	TCGA-71-8520-01	3593.32	1081.26	3.0999	7777.77	59.519
luad_tcga_pan_can_atlas_2018	TCGA-73-4658-01	1352.66	1310.7	8.0552	5662.83	533.372
luad_tcga_pan_can_atlas_2018	TCGA-73-4659-01	522.354	2143.46	10.3376	3985.23	63.2911
luad_tcga_pan_can_atlas_2018	TCGA-73-4662-01	2118.02	1966.83	5.6262	13381.9	165.504
luad_tcga_pan_can_atlas_2018	TCGA-73-4666-01	1542.09	1175.12	6.0366	5802.18	688.172
luad_tcga_pan_can_atlas_2018	TCGA-73-4668-01	2261.72	4831.49	1.23	8089.54	51.4145
luad_tcga_pan_can_atlas_2018	TCGA-73-4670-01	1087.87	2061.5	4.1	5290.15	46.1938
luad_tcga_pan_can_atlas_2018	TCGA-73-4675-01	441.118	1366.79	2.1685	10690.8	10.223
luad_tcga_pan_can_atlas_2018	TCGA-73-4676-01	1500.26	1262.27	2.1108	5724.54	169.921
luad_tcga_pan_can_atlas_2018	TCGA-73-4677-01	762.122	1284.28	2.6021	8281.89	33.5381
luad_tcga_pan_can_atlas_2018	TCGA-73-7498-01	982.499	1371.22	2.1804	9355.14	23.9847
luad_tcga_pan_can_atlas_2018	TCGA-73-7499-01	622.74	1196.42	3.581	6455.15	57.2963
luad_tcga_pan_can_atlas_2018	TCGA-73-A9RS-01	469.19	1752.64	1.7606	5500	110.035
luad_tcga_pan_can_atlas_2018	TCGA-75-5122-01	666.799	5090.76	2.5386	1127.99	498.413
luad_tcga_pan_can_atlas_2018	TCGA-75-5125-01	636.072	2234.02	66.4948	7074.74	1106.19
luad_tcga_pan_can_atlas_2018	TCGA-75-5126-01	891.704	1544.59	3.9809	2652.07	1046.18
luad_tcga_pan_can_atlas_2018	TCGA-75-5146-01	293.409	1878.1	2.8349	6577.6	16.3005
luad_tcga_pan_can_atlas_2018	TCGA-75-5147-01	445.002	1173.7	10.3214	3966.68	62.8133
luad_tcga_pan_can_atlas_2018	TCGA-75-6203-01	1042.63	902.338	72.2146	4184.32	89.4085
luad_tcga_pan_can_atlas_2018	TCGA-75-6205-01	2427.08	865.254	0.8475	4335.59	232.203
luad_tcga_pan_can_atlas_2018	TCGA-75-6206-01	1022.03	1197.61	4.4053	8450.6	30.2077
luad_tcga_pan_can_atlas_2018	TCGA-75-6207-01	3713.82	1077.8	2.1978	7835.6	625.934
luad_tcga_pan_can_atlas_2018	TCGA-75-6211-01	1629.84	1141.35	1.3149	3966.47	19.0664
luad_tcga_pan_can_atlas_2018	TCGA-75-6212-01	2802.88	853.495	12.4712	4067.94	49.8846
luad_tcga_pan_can_atlas_2018	TCGA-75-6214-01	8094.7	1004.33	0.6074	5630.55	92.0203
luad_tcga_pan_can_atlas_2018	TCGA-75-7025-01	1881.59	992.814	6.4297	4315.81	32.5265
luad_tcga_pan_can_atlas_2018	TCGA-75-7027-01	290.09	4765.2	0.8686	2921.25	22.872
luad_tcga_pan_can_atlas_2018	TCGA-75-7030-01	917.708	1348.96	0	4868.75	47.9167
luad_tcga_pan_can_atlas_2018	TCGA-75-7031-01	455.914	1550.54	7.5269	5735.48	38.7097
luad_tcga_pan_can_atlas_2018	TCGA-78-7143-01	1854.6	1411.71	11.5163	6647.31	60.9405
luad_tcga_pan_can_atlas_2018	TCGA-78-7145-01	1120.2	2069.31	1.1638	7490.47	62.8473
luad_tcga_pan_can_atlas_2018	TCGA-78-7146-01	2949.24	2210.95	1.99	4207.96	114.428
luad_tcga_pan_can_atlas_2018	TCGA-78-7147-01	3394.07	539.14	5.8687	6563.98	16.0412
luad_tcga_pan_can_atlas_2018	TCGA-78-7148-01	716.831	2157.4	2.1271	6815.21	24.4616
luad_tcga_pan_can_atlas_2018	TCGA-78-7149-01	209.534	873.449	1.6543	10942.9	4.9628
luad_tcga_pan_can_atlas_2018	TCGA-78-7150-01	946.07	2562.82	0.5737	3821	19.5066
luad_tcga_pan_can_atlas_2018	TCGA-78-7152-01	292.479	1511.61	4.6425	7252.55	23.2126
luad_tcga_pan_can_atlas_2018	TCGA-78-7153-01	240.713	1162.42	1.2281	5306.74	4.2984
luad_tcga_pan_can_atlas_2018	TCGA-78-7154-01	728.073	1609.17	1.1907	8168.48	27.385
luad_tcga_pan_can_atlas_2018	TCGA-78-7155-01	93.75	4454.28	2.3148	3456.02	24.8843
luad_tcga_pan_can_atlas_2018	TCGA-78-7156-01	560.317	1177.86	0.6219	12825.9	7.4627
luad_tcga_pan_can_atlas_2018	TCGA-78-7158-01	1141.89	1221.99	4.9793	2725.31	34.0249
luad_tcga_pan_can_atlas_2018	TCGA-78-7159-01	1359.77	2010.47	0	6642.42	33.6088
luad_tcga_pan_can_atlas_2018	TCGA-78-7160-01	616.404	1722.4	15.142	4314.83	78.8644
luad_tcga_pan_can_atlas_2018	TCGA-78-7161-01	430.251	1529.23	0	13607.3	12.1251
luad_tcga_pan_can_atlas_2018	TCGA-78-7162-01	821.804	1114.16	13.5382	6129.89	39.8829
luad_tcga_pan_can_atlas_2018	TCGA-78-7163-01	1272.27	727.211	836.087	3366.26	53.7533
luad_tcga_pan_can_atlas_2018	TCGA-78-7166-01	188.141	1380.29	1.3375	5364.69	23.6291
luad_tcga_pan_can_atlas_2018	TCGA-78-7167-01	612.476	1751.26	0.2972	10287.4	3.5661
luad_tcga_pan_can_atlas_2018	TCGA-78-7220-01	410.758	3856.9	1.5442	6594.78	38.0903
luad_tcga_pan_can_atlas_2018	TCGA-78-7535-01	581.021	823.78	0	7911.56	27.0092
luad_tcga_pan_can_atlas_2018	TCGA-78-7536-01	1205.03	1603.5	0.7677	6458.77	31.4762
luad_tcga_pan_can_atlas_2018	TCGA-78-7537-01	427.603	1026.03	2.1398	9639.09	15.3352
luad_tcga_pan_can_atlas_2018	TCGA-78-7539-01	1458.91	1810.6	5.0074	5972.31	68.3358
luad_tcga_pan_can_atlas_2018	TCGA-78-7540-01	1158.9	2319.8	15.5758	11261	29.1632
luad_tcga_pan_can_atlas_2018	TCGA-78-7542-01	2443.83	1082.34	0.2789	2542.56	566.966
luad_tcga_pan_can_atlas_2018	TCGA-78-7633-01	880.406	1281.48	1.1516	10962.4	19.0019
luad_tcga_pan_can_atlas_2018	TCGA-78-8640-01	86.3603	926.623	1.167	9494.97	27.4252
luad_tcga_pan_can_atlas_2018	TCGA-78-8648-01	474.4	929.717	51.9481	2973.26	109.244
luad_tcga_pan_can_atlas_2018	TCGA-78-8655-01	954.395	1530.08	31.0323	9155.16	50.0317
luad_tcga_pan_can_atlas_2018	TCGA-78-8660-01	538.388	855.723	8.1664	10511.9	133.579
luad_tcga_pan_can_atlas_2018	TCGA-78-8662-01	3876.89	1078.76	0.6618	10687.6	9.2654
luad_tcga_pan_can_atlas_2018	TCGA-80-5607-01	633.027	1377.54	1.6273	5181.45	68.3483
luad_tcga_pan_can_atlas_2018	TCGA-80-5608-01	349.319	1751.93	26.9528	11058.1	56.0335
luad_tcga_pan_can_atlas_2018	TCGA-80-5611-01	435.34	523.969	10.0334	9473.24	47.9376
luad_tcga_pan_can_atlas_2018	TCGA-83-5908-01	2189.58	2418.7	1.1265	4173.49	1201.28
luad_tcga_pan_can_atlas_2018	TCGA-86-6562-01	2133.18	1963.29	19.2952	12926.2	71.821
luad_tcga_pan_can_atlas_2018	TCGA-86-6851-01	1562.5	2117.06	1.4241	11654.5	159.784
luad_tcga_pan_can_atlas_2018	TCGA-86-7701-01	213.909	2006.32	1.0537	2924.13	76.9231
luad_tcga_pan_can_atlas_2018	TCGA-86-7711-01	836.371	877.575	3.8258	2379.05	61.8011
luad_tcga_pan_can_atlas_2018	TCGA-86-7713-01	2246.12	3596.22	0.481	12950.9	34.149
luad_tcga_pan_can_atlas_2018	TCGA-86-7714-01	2762.21	1287.59	3.7594	6058.27	24.4361
luad_tcga_pan_can_atlas_2018	TCGA-86-7953-01	1233.44	1812.84	3.2499	5049.41	45.2027
luad_tcga_pan_can_atlas_2018	TCGA-86-7954-01	755.154	4770.72	5.6195	10467.3	114.532
luad_tcga_pan_can_atlas_2018	TCGA-86-7955-01	1175.06	486.181	0.3012	13499.8	21.0859
luad_tcga_pan_can_atlas_2018	TCGA-86-8054-01	2622.22	2806.76	115.561	3743.24	31.3046
luad_tcga_pan_can_atlas_2018	TCGA-86-8055-01	8359.11	1332.62	3.0004	5863.69	83.1547
luad_tcga_pan_can_atlas_2018	TCGA-86-8056-01	1355.59	2450.03	33.9512	5365.32	63.745
luad_tcga_pan_can_atlas_2018	TCGA-86-8073-01	764.736	1346.28	7.5614	8059.8	24.0591
luad_tcga_pan_can_atlas_2018	TCGA-86-8074-01	4358.03	1051.47	10.7219	4341.67	78.6276
luad_tcga_pan_can_atlas_2018	TCGA-86-8075-01	3184.35	1110.41	4.2851	9063.56	104.271
luad_tcga_pan_can_atlas_2018	TCGA-86-8076-01	839.193	1342.82	5.8468	6085.75	68.9924
luad_tcga_pan_can_atlas_2018	TCGA-86-8278-01	2049.88	1200.49	9.3343	9414.4	94.38
luad_tcga_pan_can_atlas_2018	TCGA-86-8279-01	1599.99	759.111	0.5926	6300.15	17.7778
luad_tcga_pan_can_atlas_2018	TCGA-86-8280-01	2049.32	1111.23	5.4526	4910.58	91.2395
luad_tcga_pan_can_atlas_2018	TCGA-86-8281-01	541.424	1611.42	5.571	11165.4	13.5794
luad_tcga_pan_can_atlas_2018	TCGA-86-8358-01	51.0597	1438.29	7.9574	353.44	29.177
luad_tcga_pan_can_atlas_2018	TCGA-86-8359-01	371.197	1029.77	1.2151	10380.3	30.3767
luad_tcga_pan_can_atlas_2018	TCGA-86-8585-01	44.1126	1375.21	2.2056	7157.27	60.6549
luad_tcga_pan_can_atlas_2018	TCGA-86-8668-01	9674.81	822.917	5.9524	6067.71	58.0357
luad_tcga_pan_can_atlas_2018	TCGA-86-8669-01	448.015	1657.85	1.8904	9415.25	57.3409
luad_tcga_pan_can_atlas_2018	TCGA-86-8671-01	716.303	790.192	36.9197	3515.08	114.065
luad_tcga_pan_can_atlas_2018	TCGA-86-8672-01	94.2273	887.041	0.693	3887.04	100.485
luad_tcga_pan_can_atlas_2018	TCGA-86-8673-01	655.127	1261.59	1.173	9154.27	15.8358
luad_tcga_pan_can_atlas_2018	TCGA-86-8674-01	182.125	1289.49	0	5365.37	18.5497
luad_tcga_pan_can_atlas_2018	TCGA-86-A456-01	790.182	1413.57	39.0359	4663.61	104.096
luad_tcga_pan_can_atlas_2018	TCGA-86-A4D0-01	156.338	1803.63	7.4453	3878.08	26.0586
luad_tcga_pan_can_atlas_2018	TCGA-86-A4JF-01	1877.13	2831.69	4.8723	8723.63	261.332
luad_tcga_pan_can_atlas_2018	TCGA-86-A4P7-01	1463.44	1393.26	29.4118	7105.31	52.1822
luad_tcga_pan_can_atlas_2018	TCGA-86-A4P8-01	1107.96	876.481	97.5387	3773.47	88.423
luad_tcga_pan_can_atlas_2018	TCGA-91-6828-01	1052.18	2660.77	5.8923	4452.86	89.2256
luad_tcga_pan_can_atlas_2018	TCGA-91-6829-01	1089.31	2291.17	12.3903	5836.86	76.9231
luad_tcga_pan_can_atlas_2018	TCGA-91-6830-01	1592.33	998.467	6.1303	5427.59	79.6935
luad_tcga_pan_can_atlas_2018	TCGA-91-6831-01	1514.15	1958.71	1.5435	5529.62	63.2838
luad_tcga_pan_can_atlas_2018	TCGA-91-6835-01	2515.98	3593.68	9.9323	21805.9	162.528
luad_tcga_pan_can_atlas_2018	TCGA-91-6836-01	1815.15	8071.02	88.6634	3234.67	212.175
luad_tcga_pan_can_atlas_2018	TCGA-91-6840-01	1501.39	1247.74	3.8204	4948.92	27.5067
luad_tcga_pan_can_atlas_2018	TCGA-91-6847-01	14566.3	2030.5	0	8162.78	31.5284
luad_tcga_pan_can_atlas_2018	TCGA-91-6848-01	1443.8	1266.26	2.5124	1277.15	505.834
luad_tcga_pan_can_atlas_2018	TCGA-91-6849-01	480.523	676.307	2.2247	5437.15	24.4716
luad_tcga_pan_can_atlas_2018	TCGA-91-7771-01	462.851	1997.71	2.2857	3855.43	62.8571
luad_tcga_pan_can_atlas_2018	TCGA-91-8496-01	1329.64	947.102	6.9697	3879.79	108.417
luad_tcga_pan_can_atlas_2018	TCGA-91-8497-01	977.634	928.678	12.5765	4047.66	65.5304
luad_tcga_pan_can_atlas_2018	TCGA-91-8499-01	18.3134	2373.65	4.1353	940.481	33.673
luad_tcga_pan_can_atlas_2018	TCGA-91-A4BC-01	218.61	1052.87	1.3055	1601.83	41.7755
luad_tcga_pan_can_atlas_2018	TCGA-91-A4BD-01	411.162	738.163	21.0403	5053.17	13.1502
luad_tcga_pan_can_atlas_2018	TCGA-93-7347-01	1422.68	1400.93	8.547	4313.52	63.7141
luad_tcga_pan_can_atlas_2018	TCGA-93-7348-01	1041.52	1465.54	3.9627	6581.38	30.3807
luad_tcga_pan_can_atlas_2018	TCGA-93-8067-01	657.688	2081.32	0.5697	10138.6	30.4778
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JN-01	730.249	763.508	4.1563	5095.59	51.9534
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JO-01	536.057	1464.44	6.7992	3367.68	81.0669
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JP-01	1663.37	976.568	5.167	6967.94	87.442
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JQ-01	1107.21	1021.36	6.5388	8578.47	152.136
luad_tcga_pan_can_atlas_2018	TCGA-95-7039-01	1447.86	1362.14	2.1429	9295.71	84.2857
luad_tcga_pan_can_atlas_2018	TCGA-95-7043-01	1383.49	1204.78	0.7839	10121.9	8.6224
luad_tcga_pan_can_atlas_2018	TCGA-95-7562-01	1927.74	1350.54	20.1975	7612.66	48.474
luad_tcga_pan_can_atlas_2018	TCGA-95-7567-01	614.062	2366.81	1.6878	10073.7	88.045
luad_tcga_pan_can_atlas_2018	TCGA-95-7944-01	2222.5	1030.75	0.7321	6416.54	234.627
luad_tcga_pan_can_atlas_2018	TCGA-95-7947-01	899.35	801.878	69.0642	110747	74.2592
luad_tcga_pan_can_atlas_2018	TCGA-95-7948-01	2137.46	1045.72	8.5526	7485.2	10.8553
luad_tcga_pan_can_atlas_2018	TCGA-95-8039-01	1134.49	977.264	5.7803	11291.3	96.7245
luad_tcga_pan_can_atlas_2018	TCGA-95-8494-01	2324.99	4267.05	0	8708.73	122.371
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VK-01	618.834	1194.73	4.3924	9089.31	31.2347
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VN-01	3477.96	1708.2	1.3895	5545.62	1320.52
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VP-01	208.072	1238.11	9.9594	4264.71	36.1683
luad_tcga_pan_can_atlas_2018	TCGA-97-7546-01	2368.98	1543.84	1.0438	6314.72	161.274
luad_tcga_pan_can_atlas_2018	TCGA-97-7547-01	1128.77	1572.16	82.7224	5139.73	57.7744
luad_tcga_pan_can_atlas_2018	TCGA-97-7552-01	1072.82	1820.14	15.3461	7402.88	114.863
luad_tcga_pan_can_atlas_2018	TCGA-97-7553-01	1132.65	1049.19	16.9657	5600.92	166.978
luad_tcga_pan_can_atlas_2018	TCGA-97-7554-01	3681.83	4683.34	11.0055	8809.4	507.254
luad_tcga_pan_can_atlas_2018	TCGA-97-7937-01	1569.68	1274.01	0	6951.39	16.4725
luad_tcga_pan_can_atlas_2018	TCGA-97-7938-01	1948.63	1507.55	6.0423	6331.12	113.595
luad_tcga_pan_can_atlas_2018	TCGA-97-7941-01	664.704	969.738	19.4077	7781.51	26.2004
luad_tcga_pan_can_atlas_2018	TCGA-97-8171-01	2116.12	922.904	1.6852	3285.77	8.1449
luad_tcga_pan_can_atlas_2018	TCGA-97-8172-01	879.825	2519.71	2.3816	5763.96	49.7486
luad_tcga_pan_can_atlas_2018	TCGA-97-8174-01	1021.93	1368.28	4.3803	7439.33	44.3501
luad_tcga_pan_can_atlas_2018	TCGA-97-8175-01	700.852	1714.09	2.087	25385.7	185.739
luad_tcga_pan_can_atlas_2018	TCGA-97-8176-01	394.214	1426.49	19.0278	3384.57	11.2978
luad_tcga_pan_can_atlas_2018	TCGA-97-8177-01	969.049	925.137	6.1813	4217.03	47.0467
luad_tcga_pan_can_atlas_2018	TCGA-97-8179-01	935.557	1249.51	1.1641	5164.92	36.4765
luad_tcga_pan_can_atlas_2018	TCGA-97-8547-01	2515.61	1058.65	5.3622	9206.13	52.8559
luad_tcga_pan_can_atlas_2018	TCGA-97-8552-01	1382.9	922.561	12.1951	7170.12	42.0732
luad_tcga_pan_can_atlas_2018	TCGA-97-A4LX-01	1910.08	1501.41	4.3991	4246.02	235.352
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M0-01	2580.24	2028.74	9.5803	7059.31	70.7117
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M1-01	1201.15	679.393	4.4053	5375.43	38.1791
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M2-01	615.029	989.76	10.1143	4720.51	88.1393
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M3-01	324.214	1496.21	0.5058	5626.71	18.7152
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M5-01	597.131	1479.48	11.3065	5656.62	66.1642
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M6-01	1007.88	740.149	5.9395	5508.17	59.3946
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M7-01	2823.75	1261.28	6.4461	4483.03	63.1715
luad_tcga_pan_can_atlas_2018	TCGA-99-7458-01	3252.81	1819.08	15.228	7422.66	325.747
